Sampling Point Id, Country, Air Quality Station EoI Code, Longitude, Latitude, Altitude, Air Quality Station Area, Air Quality Station Type, 
SPO.02.KA61.63374.8.1, Austria, AT2KA61, 14.266100000, 46.6525, 455.0, suburban, traffic, 
SPO.02.KA71.64332.1.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64332.1.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64332.1.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64333.38.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64333.38.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64333.38.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64333.38.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64334.8.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64334.8.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64334.8.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64334.8.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64336.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64339.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64339.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64339.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64339.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64340.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64340.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64340.5.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64341.7.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.64585.6001.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.KA71.68570.5029.1, Austria, AT2KA71, 14.299100000, 46.6266, 445.0, urban, background, 
SPO.02.M121.3671.1.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, industrial, 
SPO.02.M121.3671.1.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, industrial, 
SPO.02.M121.3671.1.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, industrial, 
SPO.02.M121.3671.1.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, industrial, 
SPO.02.M121.3674.8.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.3674.8.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.3676.7.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.3676.7.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.3676.7.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.3676.7.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M121.56344.5.1, Austria, AT2M121, 13.703500000, 46.5584, 574.0, suburban, background, 
SPO.02.M226.56548.5029.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.56548.5029.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.57832.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.57832.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.57832.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M226.63502.5.1, Austria, AT2M226, 14.398300000, 46.6101, 420.0, suburban, background, 
SPO.02.M611.67756.7.1, Austria, AT2M611, 14.379400000, 46.7606, 470.0, suburban, background, 
SPO.02.M805.68255.7.1, Austria, AT2M805, 14.330100000, 46.8252, 1070.0, rural, background, 
SPO.02.M805.68255.7.1, Austria, AT2M805, 14.330100000, 46.8252, 1070.0, rural, background, 
SPO.02.SP10.1594.1.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1594.1.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1594.1.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1596.38.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1596.38.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1596.38.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1597.8.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1597.8.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1597.8.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1598.9.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.1598.9.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.56346.5.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.903.7.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.903.7.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.903.7.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP10.903.7.1, Austria, AT2SP10, 13.194500000, 46.9350, 686.0, rural, background, 
SPO.02.SP18.1599.1.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1601.38.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1601.38.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1601.38.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1601.38.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1602.8.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1602.8.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1602.8.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.1602.8.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.56350.5.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.67344.5029.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.898.7.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.898.7.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.898.7.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP18.898.7.1, Austria, AT2SP18, 13.493900000, 46.8014, 560.0, suburban, background, 
SPO.02.SP20.880.7.1, Austria, AT2SP20, 12.973100000, 46.7483, 612.0, rural, background, 
SPO.02.SP20.880.7.1, Austria, AT2SP20, 12.973100000, 46.7483, 612.0, rural, background, 
SPO.02.SV24.60228.5.1, Austria, AT2SV24, 14.365800000, 46.7711, 480.0, suburban, background, 
SPO.02.SV24.60228.5.1, Austria, AT2SV24, 14.365800000, 46.7711, 480.0, suburban, background, 
SPO.02.SV24.60228.5.1, Austria, AT2SV24, 14.365800000, 46.7711, 480.0, suburban, background, 
SPO.02.TREI.56494.5014.1, Austria, AT2TREI, 14.457400000, 46.8666, 605.0, suburban, industrial, 
SPO.02.TREI.56495.5015.1, Austria, AT2TREI, 14.457400000, 46.8666, 605.0, suburban, industrial, 
SPO.02.TREI.66932.5014.1, Austria, AT2TREI, 14.457400000, 46.8666, 605.0, suburban, industrial, 
SPO.02.TREI.66933.5015.1, Austria, AT2TREI, 14.457400000, 46.8666, 605.0, suburban, industrial, 
SPO.02.VI12.207.1.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.207.1.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.209.7.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.209.7.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.211.8.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.211.8.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.211.8.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.213.10.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.213.10.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, traffic, 
SPO.02.VI12.4672.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.4672.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.4672.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.4672.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.4672.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.55831.5.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VI12.63938.5029.1, Austria, AT2VI12, 13.841400000, 46.6125, 490.0, urban, background, 
SPO.02.VK01.64082.5029.1, Austria, AT2VK01, 14.632300000, 46.6628, 460.0, suburban, background, 
SPO.02.VK01.64082.5029.1, Austria, AT2VK01, 14.632300000, 46.6628, 460.0, suburban, background, 
SPO.02.VK16.1622.8.1, Austria, AT2VK16, 14.633300000, 46.6639, 460.0, suburban, background, 
SPO.02.VK16.1949.10.1, Austria, AT2VK16, 14.633300000, 46.6639, 460.0, suburban, background, 
SPO.02.VK16.905.7.1, Austria, AT2VK16, 14.633300000, 46.6639, 460.0, suburban, background, 
SPO.02.VK26.1938.1.1, Austria, AT2VK26, 14.795000000, 46.5856, 480.0, rural, background, 
SPO.02.VK26.1938.1.1, Austria, AT2VK26, 14.795000000, 46.5856, 480.0, rural, background, 
SPO.02.VK26.878.7.1, Austria, AT2VK26, 14.795000000, 46.5856, 480.0, rural, background, 
SPO.02.VK26.878.7.1, Austria, AT2VK26, 14.795000000, 46.5856, 480.0, rural, background, 
SPO.02.VL52.890.7.1, Austria, AT2VL52, 13.914500000, 46.6954, 1897.0, rural-remote, background, 
SPO.02.VL52.890.7.1, Austria, AT2VL52, 13.914500000, 46.6954, 1897.0, rural-remote, background, 
SPO.02.VL52.890.7.1, Austria, AT2VL52, 13.914500000, 46.6954, 1897.0, rural-remote, background, 
SPO.02.VL52.890.7.1, Austria, AT2VL52, 13.914500000, 46.6954, 1897.0, rural-remote, background, 
SPO.02.VL52.890.7.1, Austria, AT2VL52, 13.914500000, 46.6954, 1897.0, rural-remote, background, 
SPO.02.WO15.189.1.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, industrial, 
SPO.02.WO15.189.1.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, industrial, 
SPO.02.WO15.189.1.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, industrial, 
SPO.02.WO15.191.7.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.191.7.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.191.7.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.192.38.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.192.38.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.192.38.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.193.8.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.193.8.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.193.8.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, traffic, 
SPO.02.WO15.195.10.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.195.10.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55393.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55393.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55393.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55393.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.55830.5.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.63939.5029.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO15.64586.6001.1, Austria, AT2WO15, 14.843500000, 46.8350, 460.0, suburban, background, 
SPO.02.WO25.1066.1.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, industrial, 
SPO.02.WO25.1066.1.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, industrial, 
SPO.02.WO25.1066.1.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, industrial, 
SPO.02.WO25.1607.8.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, traffic, 
SPO.02.WO25.1607.8.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, traffic, 
SPO.02.WO25.56348.5.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, background, 
SPO.02.WO25.56348.5.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, background, 
SPO.02.WO25.56348.5.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, background, 
SPO.02.WO25.56348.5.1, Austria, AT2WO25, 14.822200000, 46.7639, 430.0, suburban, background, 
