Sampling Point Id, Country, Air Quality Station EoI Code, Longitude, Latitude, Altitude, Air Quality Station Area, Air Quality Station Type, 
SPO.IT1704A_1_UV-FL_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_10_IR-GFC_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_20_GC-FID_2014-01-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_5_BETA_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_5_BETA_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_8_chemi_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1704A_9_chemi_2004-05-01_00:00:00, Italy, IT1704A, 17.978100000, 40.6203, 10.0, suburban, industrial, 
SPO.IT1666A_5_BETA_2009-01-01_00:00:00, Italy, IT1666A, 18.029700000, 40.4044, 10.0, suburban, background, 
SPO.IT1666A_6001_BETA_2009-01-01_00:00:00, Italy, IT1666A, 18.029700000, 40.4044, 10.0, suburban, background, 
SPO.IT1666A_8_chemi_2009-05-01_00:00:00, Italy, IT1666A, 18.029700000, 40.4044, 10.0, suburban, background, 
SPO.IT1666A_9_chemi_2009-05-01_00:00:00, Italy, IT1666A, 18.029700000, 40.4044, 10.0, suburban, background, 
SPO.IT1953A_10_IR-GFC_2009-01-01_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1953A_5_BETA_2017-01-18_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1953A_5_BETA_2017-01-18_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1953A_6001_BETA_2009-01-01_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1953A_7_UV-P_2009-01-01_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1953A_8_chemi_2009-01-01_00:00:00, Italy, IT1953A, 18.173600000, 40.1681, 50.0, suburban, industrial, 
SPO.IT1727A_10_IR-GFC_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1727A_20_GC-PID_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1727A_5_BETA_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1727A_7_UV-P_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1727A_8_chemi_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1727A_9_chemi_2004-01-01_00:00:00, Italy, IT1727A, 16.203700000, 39.7425, 383.0, rural, industrial, 
SPO.IT1766A_10_IR-GFC_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT1766A_20_GC-PID_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT1766A_5_BETA_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT1766A_7_UV-P_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT1766A_8_chemi_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT1766A_9_chemi_2004-01-01_00:00:00, Italy, IT1766A, 16.194000000, 39.7138, 325.0, rural-nearcity, industrial, 
SPO.IT2078A_10_IR-GFC_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT2078A_5_BETA_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT2078A_6001_BETA_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT2078A_7_UV-P_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT2078A_8_chemi_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT2078A_9_chemi_2007-09-10_00:00:00, Italy, IT2078A, 16.669200000, 38.8705, 82.0, rural-nearcity, industrial, 
SPO.IT1817A_10_IR-GFC_2009-07-01_00:00:00, Italy, IT1817A, 17.290300000, 40.9567, 10.0, suburban, traffic, 
SPO.IT1817A_20_GC-FID_2009-07-01_00:00:00, Italy, IT1817A, 17.290300000, 40.9567, 10.0, suburban, traffic, 
SPO.IT1817A_5_BETA_2009-07-01_00:00:00, Italy, IT1817A, 17.290300000, 40.9567, 10.0, suburban, traffic, 
SPO.IT1817A_6001_BETA_2009-07-01_00:00:00, Italy, IT1817A, 17.290300000, 40.9567, 10.0, suburban, traffic, 
SPO.IT1817A_8_chemi_2009-07-01_00:00:00, Italy, IT1817A, 17.290300000, 40.9567, 10.0, suburban, traffic, 
SPO.IT1818A_5_BETA_2009-07-01_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1818A_5_BETA_2016-10-14_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1818A_6001_BETA_2016-10-14_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1818A_7_UV-P_2009-07-01_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1818A_8_chemi_2009-07-01_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1818A_9_chemi_2009-07-01_00:00:00, Italy, IT1818A, 16.560300000, 40.8278, 100.0, suburban, traffic, 
SPO.IT1822A_20_GC-FID_2009-07-01_00:00:00, Italy, IT1822A, 16.291700000, 41.2317, 10.0, urban, traffic, 
SPO.IT1822A_5_BETA_2009-07-01_00:00:00, Italy, IT1822A, 16.291700000, 41.2317, 10.0, urban, traffic, 
SPO.IT1822A_5_BETA_2016-10-12_00:00:00, Italy, IT1822A, 16.291700000, 41.2317, 10.0, urban, traffic, 
SPO.IT1822A_6001_BETA_2016-10-12_00:00:00, Italy, IT1822A, 16.291700000, 41.2317, 10.0, urban, traffic, 
SPO.IT1822A_8_chemi_2009-07-01_00:00:00, Italy, IT1822A, 16.291700000, 41.2317, 10.0, urban, traffic, 
SPO.IT1823A_5_BETA_2009-07-01_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1823A_5_BETA_2016-10-13_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1823A_6001_BETA_2016-10-13_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1823A_7_UV-P_2013-04-01_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1823A_8_chemi_2009-07-01_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1823A_9_chemi_2009-07-01_00:00:00, Italy, IT1823A, 16.919700000, 40.9533, 100.0, suburban, background, 
SPO.IT1857A_10_NDIR_2015-07-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_38_chemi_2007-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5_BETA_2007-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5012_AAS_2017-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5014_AAS_2015-07-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5015_AAS_2015-07-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5018_CV-AAS_2015-07-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_5029_HPLC-UV_2015-07-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_7_UV-P_2007-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_8_chemi_2007-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT1857A_9_chemi_2007-01-01_00:00:00, Italy, IT1857A, 13.709400000, 42.6572, 257.0, urban, traffic, 
SPO.IT2162A_20_GC-FID_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_21_GC-FID_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_38_chemi_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_431_GC-FID_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_464_GC-FID_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_482_GC-FID_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_6001_BETA_2017-10-12_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_8_chemi_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT2162A_9_chemi_2017-01-01_00:00:00, Italy, IT2162A, 13.726100000, 42.6656, 228.0, urban, background, 
SPO.IT1856A_1_UV-FL_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_20_GC-FID_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_21_GC-FID_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_38_chemi_2007-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_431_GC-FID_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_464_GC-FID_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_482_GC-FID_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5_BETA_2007-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5012_ICP-AES_2016-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5014_AAS_2016-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5015_AAS_2016-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5018_CV-AAS_2016-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_5029_HPLC-FLD_2016-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_6001_BETA_2013-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_7_UV-P_2007-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_8_chemi_2007-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT1856A_9_chemi_2007-01-01_00:00:00, Italy, IT1856A, 13.383100000, 42.3642, 673.0, urban, background, 
SPO.IT2159A_20_GC-FID_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_21_GC-FID_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_38_chemi_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_431_GC-FID_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_464_GC-FID_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_482_GC-FID_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_7_UV-P_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_8_chemi_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2159A_9_chemi_2017-01-01_00:00:00, Italy, IT2159A, 13.489400000, 42.3300, 584.0, suburban, background, 
SPO.IT2160A_20_GC-FID_2019-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_20_GC-MS_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_21_GC-MS_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_38_chemi_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_431_GC-MS_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_464_GC-MS_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_482_GC-MS_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_7_UV-P_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_8_chemi_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2160A_9_chemi_2017-01-01_00:00:00, Italy, IT2160A, 13.350800000, 42.4128, 794.0, rural, background, 
SPO.IT2161A_1_UV-FL_2022-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_10_NDIR_2017-12-15_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_38_chemi_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5_BETA_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5012_ICP-AES_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5014_AAS_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5015_AAS_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5018_CV-AAS_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_5029_HPLC-UV_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_6001_BETA_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_7_UV-P_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_8_chemi_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT2161A_9_chemi_2016-01-01_00:00:00, Italy, IT2161A, 14.103600000, 41.7794, 803.0, suburban, background, 
SPO.IT0611A_1_UV-FL_1983-05-02_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0611A_20_GC-FID_1992-03-24_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0611A_5_BETA_2005-08-01_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0611A_6001_BETA_2014-07-14_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0611A_7_UV-P_1983-05-02_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0611A_8_chemi_1992-03-24_00:00:00, Italy, IT0611A, 15.128800000, 37.1824, 300.0, urban, background, 
SPO.IT0614A_1_UV-FL_1992-03-24_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_20_GC-FID_2014-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5_BETA_2005-08-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5012_spectro_2010-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5014_spectro_2010-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5015_spectro_2010-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5018_spectro_2010-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_5029_GC-MSa_2010-01-01_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_6001_BETA_2014-05-17_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0614A_7_UV-P_1992-03-24_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, industrial, 
SPO.IT0614A_8_chemi_1992-03-24_00:00:00, Italy, IT0614A, 15.190900000, 37.1561, 35.0, urban, background, 
SPO.IT0618A_1_UV-FL_1983-05-02_00:00:00, Italy, IT0618A, 15.220500000, 37.2184, 15.0, urban, background, 
SPO.IT0618A_20_GC-FID_1983-04-30_23:00:00, Italy, IT0618A, 15.220500000, 37.2184, 15.0, urban, background, 
SPO.IT0618A_5_BETA_2005-08-01_00:00:00, Italy, IT0618A, 15.220500000, 37.2184, 15.0, urban, background, 
SPO.IT0618A_6001_BETA_2014-09-16_00:00:00, Italy, IT0618A, 15.220500000, 37.2184, 15.0, urban, background, 
SPO.IT0618A_8_chemi_1983-05-02_00:00:00, Italy, IT0618A, 15.220500000, 37.2184, 15.0, urban, background, 
SPO.IT0620A_1_UV-FL_1992-03-24_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_20_GC-FID_1983-04-30_23:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5_BETA_2014-05-22_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5012_spectro_2010-01-01_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5014_spectro_2010-01-01_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5015_spectro_2010-01-01_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5018_spectro_2010-01-01_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_5029_GC-MSa_2010-01-01_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_6001_BETA_2014-05-22_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, traffic, 
SPO.IT0620A_7_UV-P_2002-07-20_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0620A_8_chemi_1983-05-02_00:00:00, Italy, IT0620A, 15.262500000, 37.0984, 60.0, suburban, background, 
SPO.IT0792A_1_UV-FL_2016-01-01_00:00:00, Italy, IT0792A, 15.275000000, 38.1605, 70.0, rural-nearcity, background, 
SPO.IT0792A_5_BETA_1992-01-01_00:00:00, Italy, IT0792A, 15.275000000, 38.1605, 70.0, rural-nearcity, background, 
SPO.IT0792A_8_chemi_2016-01-01_00:00:00, Italy, IT0792A, 15.275000000, 38.1605, 70.0, rural-nearcity, background, 
SPO.IT0794A_1_UV-FL_2018-01-01_00:00:00, Italy, IT0794A, 15.301500000, 38.1830, 100.0, suburban, background, 
SPO.IT0794A_20_GC-FID_2018-01-01_00:00:00, Italy, IT0794A, 15.301500000, 38.1830, 100.0, suburban, background, 
SPO.IT0794A_5_BETA_2018-01-01_00:00:00, Italy, IT0794A, 15.301500000, 38.1830, 100.0, suburban, background, 
SPO.IT0794A_8_chemi_2018-01-01_00:00:00, Italy, IT0794A, 15.301500000, 38.1830, 100.0, suburban, background, 
SPO.IT0813A_1_UV-FL_1992-01-18_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_10_IR-GFC_1992-01-18_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_20_GC-FID_2014-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, background, 
SPO.IT0813A_20_GC-FID_2015-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5_BETA_1992-01-18_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5_BETA_2017-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5012_spectro_2010-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5014_spectro_2010-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5015_spectro_2010-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5018_spectro_2010-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_5029_GC-MSa_2010-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_6001_BETA_2014-01-01_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_7_UV-P_1992-01-18_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0813A_8_chemi_1992-01-17_00:00:00, Italy, IT0813A, 14.253600000, 37.0703, 15.0, urban, traffic, 
SPO.IT0815A_1_UV-FL_1992-01-18_00:00:00, Italy, IT0815A, 14.284200000, 37.0622, 13.0, suburban, background, 
SPO.IT0815A_20_GC-FID_2014-01-01_00:00:00, Italy, IT0815A, 14.284200000, 37.0622, 13.0, suburban, background, 
SPO.IT0815A_20_GC-FID_2015-01-01_00:00:00, Italy, IT0815A, 14.284200000, 37.0622, 13.0, suburban, background, 
SPO.IT0815A_5_BETA_2006-12-31_00:00:00, Italy, IT0815A, 14.284200000, 37.0622, 13.0, suburban, background, 
SPO.IT0815A_8_chemi_2006-12-31_00:00:00, Italy, IT0815A, 14.284200000, 37.0622, 13.0, suburban, background, 
SPO.IT0817A_1_UV-FL_2014-01-01_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, background, 
SPO.IT0817A_10_NDIR_1992-01-18_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, traffic, 
SPO.IT0817A_20_GC-FID_2014-01-01_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, background, 
SPO.IT0817A_20_GC-FID_2015-01-01_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, traffic, 
SPO.IT0817A_5_BETA_2009-01-01_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, background, 
SPO.IT0817A_5_BETA_2017-01-01_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, traffic, 
SPO.IT0817A_8_chemi_1992-01-17_00:00:00, Italy, IT0817A, 14.395600000, 37.1459, 305.0, urban, traffic, 
SPO.IT1076A_1_UV-FL_1996-08-01_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1076A_10_IR-GFC_1996-08-01_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1076A_20_GC-FID_2002-02-15_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1076A_5_BETA_1996-08-01_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1076A_7_UV-P_1996-08-01_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1076A_8_chemi_1996-08-01_00:00:00, Italy, IT1076A, 13.302200000, 38.1205, 141.0, suburban, background, 
SPO.IT1078A_10_IR-GFC_1996-08-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_20_GC-FID_1996-07-31_23:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5_BETA_1996-08-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5012_spectro_2003-01-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5014_spectro_1996-08-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5015_spectro_2005-01-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5018_spectro_2005-01-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_5029_GC-MSa_2014-01-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_6001_BETA_1996-07-31_23:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
SPO.IT1078A_8_chemi_1996-08-01_00:00:00, Italy, IT1078A, 13.350300000, 38.1110, 34.0, urban, traffic, 
